"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Acanthoceras zachariasii","Anathece minutissima","Asterionella formosa","Aulacoseira alpigena","Aulacoseira ambigua","Aulacoseira distans","Aulacoseira italica","Aulacoseira subarctica","Aulomonas purdyi","Bicosoeca ainikkiae","Bicosoeca mitra","Bitrichia chodatii","Botryococcus terribilis","Ceratium hirundinella","Chrysidiastrum catenatum","Chrysolykos planctonicus","Cyanodictyon planctonicum","Cyclotella meneghiniana","Dictyosphaerium subsolitarium","Dinobryon bavaricum","Dinobryon borgei","Dinobryon crenulatum","Dinobryon divergens","Dinobryon sociale","Dinobryon suecicum","Dolichospermum lemmermannii","Elakatothrix gelatinosa","Elakatothrix genevensis","Fragilaria crotonensis","Gonyostomum semen","Gyromitus cordiformis","Katablepharis ovalis","Kephyrion boreale","Kephyrion cupuliforme","Kephyrion ovale","Kephyrion skujae","Koliella longiseta","Koliella spiculiformis","Lanceola spatulifera","Mallomonas akrokomos","Mallomonas caudata","Mallomonas crassisquama","Mallomonas punctifera","Mallomonas tonsurata","Merismopedia warmingiana","Monoraphidium contortum","Monoraphidium dybowskii","Monoraphidium komarkovae","Monoraphidium minutum","Nitzschia acicularis","Parvodinium goslaviense","Parvodinium umbonatum","Planktothrix agardhii","Pseudokephyrion entzii","Rhizosolenia longiseta","Rhodomonas lacustris","Salpingoeca frequentissima","Snowella atomus","Spondylosium planum","Synedra ulna","Tabellaria fenestrata","Tabellaria flocculosa","Telonema subtile","Tetraedron minimum","Ulnaria delicatissima","Ulnaria ulna","Urosolenia eriensis","Woronichinia naegeliana"
"phytoplankton_dec_3_NB_SampleID_62",546710.000007655,7661530.0000006,1999,675.73043346405,-1.14166666070619,206,0.390833333333333,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_63",538063.00000915,7668977.00000507,1999,653.555137634277,-1.37499992052715,208,0.390833333333333,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_64",549259.000007483,7669227.00000193,1999,646.919148445129,-1.15833340088526,208,0.390833333333333,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_65",552745.00000563,7671388.00000742,1998,682.0685338974,-2.90000006556511,221,-0.480833333333333,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
"phytoplankton_dec_3_NB_SampleID_66",552745.000003612,7671388.00000468,1999,646.919148445129,-1.15833340088526,208,0.390833333333333,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_67",552745.00000066,7671388.00000172,2000,597.127212524414,0.591666718324028,204,0.206666666666667,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
"phytoplankton_dec_3_NB_SampleID_68",552745.000007968,7671388.00000356,2003,449.797093868256,0.174999992052718,200,0.0975,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"phytoplankton_dec_3_NB_SampleID_69",552745.000000777,7671388.00000609,2004,546.047086715698,0.516666700442626,199,0.2425,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_70",552745.000000185,7671388.00000534,2005,686.8523979187,0.858333299557362,209,-0.2675,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_71",552745.000008762,7671388.0000058,2006,564.987577438354,0.183333362142239,206,-0.2075,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_72",552745.000001537,7671388.00000495,2007,629.23076915741,0.416666766007745,199,0.173333333333333,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_73",495952.000008497,7674948.00000385,2000,582.171018600464,-0.224999924500787,208,0.206666666666667,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_74",495952.000001578,7674948.00000224,2006,571.928846359253,-0.516666658843552,204,-0.2075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
